,date,cpiu_g.x,pcw_g,gftfp_g,gfrpt_g,gfrpri_g,gfrcp_g,gfrs_g,gfcexp_g,gfsubs_g,gfintpmt_g,yptmr_g,yptmd_g,gfrptb_g,gsrpt_gdp,gsrpri_gdp,gsrcp_gdp,gsrs_gdp,jgf_g,jgs_g,jc_g,gdp_g,gdph_g,gdppothq_g,gdppotq_g,dc_g,jgdp_g,c_g,ch_g,gh_g,gfh_g,gsh_g,g_g,gf_g,gs_g,cpiu_g.y,gfb_g,gfhb_g,gsrpt_g,gsrpri_g,gsrcp_g,gsrs_g,gdp,c,ch,gdph,jc,jgdp,jgf,jgs,ptgh,ptgsh,ptgfh,yptmr,yptmd,yptu,gtfp,ypog,yptx,ytpi,yctlg,g,gfrcf,grcsi,dc,gf,gs,gfh,gsh,gfrpt,gfrpri,gfrcp,gfrs,gftfp,gfeg,gsrpt,gsrpri,gsrcp,gsrs,gstfp,gset,pcw,gdppothq,gdppotq,recessq,gfb,fshare,gstfp_g,gstfpnet_g,gftfpnet_g,yfptmd_g,ysptmd_g,gfeg_g,gfsave,gssave,gfrptsave,yfptmd,ysptmd,gfegnet,gstfpnet,gftfpnet,yptxb,deficit,deficitb
11,9/30/1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290.6,775.8,3422.7,5415.7,22.671,23.835,22.51,16.275,-1.72,0.36,-2.08,8.9,8.6,5.8,92.9,1.8,124.3,108.9,38.3,284.3,3.2,59.9,22.666,159.6965841,124.7034159,616.3,894.4,103.1,18.5,33.1,58.5,70.3,25.6,21.2,90.4,5.2,1.3,22.5,172.5,42.2,5341.2,1273.1,-1,138.8,0.546908828,NA,NA,NA,NA,NA,NA,138.8,145.6,103.1,4.703415921,3.896584079,20.89658408,17.79658408,75.00341592,NA,-16.79658408,4.1
12,12/31/1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328.9,800.5,3503,5506.4,22.855,24.105,22.999,16.499,0.77,0.62,0.14,9.2,8.5,5,103.1,1.9,127.1,111.5,42.4,291.7,3.3,60.8,22.852,176.851275,114.948725,617.9,906.7,105.3,19,36.6,59.4,80.6,39.3,21.8,92.5,5.7,1.4,22.5,176.8,42.63333333,5381.2,1297.1,-1,142.2,0.546908828,NA,NA,NA,NA,NA,NA,142.2,149.6,105.3,4.648725038,3.851274962,34.65127496,17.85127496,85.24872504,NA,-37.15127496,-2.5
13,3/31/1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377.5,825,3567,5642.7,23.131,24.412,23.37,16.824,0.84,0.22,0.62,9.5,9,4.6,105.4,1.8,126.4,114.6,45.3,299.6,3.7,74.1,23.129,175.9884432,123.6115568,625.9,910.9,104.5,19.5,39.3,72.7,82.2,34.3,21.9,95.1,6,1.4,23.2,181.7,43.26666667,5422.8,1323.8,-1,146.4,0.523506314,NA,NA,NA,NA,NA,NA,146.4,153.2,104.5,4.711556826,4.288443174,29.58844317,18.48844317,86.91155683,NA,-22.18844317,7.4
14,6/30/1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413.9,840.5,3565.3,5704.1,23.576,24.816,23.777,17.123,-0.59,0.07,-0.66,10,9.6,4.5,107.6,1.8,129.2,116.2,45.4,302.7,4.2,75.3,23.575,174.8743394,127.8256606,615.8,912.4,106.9,19.9,39.4,73.8,83.6,33.4,22.3,96.3,6.1,1.5,24,185.7,44.16666667,5466.9,1356.7,-1,146.5,0.523506314,NA,NA,NA,NA,NA,NA,146.5,156.2,106.9,5.025660614,4.574339386,28.37433939,18.97433939,88.62566061,NA,-18.47433939,9.9
15,9/30/1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433.8,858.9,3577.9,5674.1,24.005,25.29,24.269,17.353,-1,0.46,-1.46,10.5,9.7,4.5,109.2,1.8,134.1,118.4,43.4,304.2,4.6,76.6,24.005,171.7219888,132.3780112,594,921.9,111,19.7,37.6,75.1,85.1,32.6,23.1,98.7,5.9,1.5,24.2,190,45.06666667,5512.6,1394.1,-1,144.2,0.523506314,NA,NA,NA,NA,NA,NA,144.2,159.9,111,5.078011246,4.621988754,27.52198875,19.12198875,90.17801125,NA,-13.42198875,14.1
16,12/31/1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476.3,873.9,3567.2,5728,24.496,25.728,24.788,17.682,0.63,0.55,0.09,11,10.1,4.7,112.3,1.9,140,119.7,45.6,312.6,4.9,78.1,24.498,175.9125862,136.6874138,595.4,933.1,116,20.1,39.4,76.6,87.3,33.6,24,99.6,6.1,1.6,25,195.9,46.16666667,5560,1430.5,1,147.6,0.523506314,NA,NA,NA,NA,NA,NA,147.6,165,116,5.287413771,4.812586229,28.31258623,19.71258623,92.58741377,NA,-11.11258623,17.2
17,3/31/1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491.2,891.9,3535.3,5678.7,25.225,26.249,25.042,18.195,1.52,0.57,0.95,11.7,10.2,5.8,117.5,1.9,142.8,120.8,43.7,324.6,5.1,83.7,25.227,180.2178813,144.3821187,609.7,944.9,119.5,19.8,37.4,82.1,94.1,33.3,23.3,101,6.3,1.6,23.4,201.1,47.56666667,5609.4,1472.4,1,152.7,0.566874379,NA,NA,NA,NA,NA,NA,152.7,171.9,119.5,5.782118666,4.417881334,27.51788133,17.61788133,99.88211867,NA,-15.51788133,12
18,6/30/1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530.1,920.4,3548,5692.2,25.939,26.832,25.494,18.828,0.43,0.58,-0.14,12.4,11.1,6.7,125.4,2,148.9,124.1,45.9,335,5.5,85.3,25.942,182.7076944,152.2923056,607.6,956.6,124.8,20.1,39.3,83.6,100.7,34.1,24.1,104,6.6,1.6,24.7,210.1,48.76666667,5660.8,1518.9,1,154.9,0.566874379,NA,NA,NA,NA,NA,NA,154.9,180.1,124.8,6.292305607,4.807694393,27.80769439,18.40769439,106.9923056,NA,-15.60769439,12.2
19,9/30/1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,949.3,3563.3,5638.4,26.639,27.659,26.239,19.515,0.2,-0.08,0.28,13.1,11.4,6.9,132.2,2.1,154.9,127.1,50.8,346.7,5.8,86.9,26.64,189.3376321,157.3623679,611.5,954.8,129.7,20.2,43.5,85.2,106.4,35.4,25.2,106.8,7.3,1.7,25.9,217,50.23333333,5712.8,1580.1,1,160.4,0.566874379,NA,NA,NA,NA,NA,NA,160.4,186.3,129.7,6.462367921,4.937632079,28.93763208,19.43763208,112.8623679,NA,-17.13763208,11.8
20,12/31/1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599.7,959.1,3511.2,5616.5,27.316,28.498,27.11,20.089,0.45,0.03,0.42,13.8,12,8.6,139.1,2.2,157.6,127.7,44.6,359.2,5.8,87.1,27.315,197.3975075,161.9024925,617.6,955.2,132,20.2,38.1,85.4,112,36.8,25.6,107.5,6.5,1.7,27.1,223.7,51.76666667,5764.8,1642.9,1,167.4,0.566874379,NA,NA,NA,NA,NA,NA,167.4,191.9,132,6.802492548,5.197507452,29.99750745,20.29750745,118.8024925,NA,-33.69750745,-3.7
21,3/31/1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616.1,985.2,3540.6,5548.2,27.83,29.142,27.603,20.493,1.03,1.44,-0.4,14.5,13.3,14.2,149.8,2.3,158,128.8,37.6,370.1,5.5,88.2,27.825,200.5714488,169.5285512,611.1,983.4,132.3,19.8,31.5,86.5,120.5,39.3,25.7,109,6.1,1.8,29.2,235.9,52.86666667,5815.5,1694.8,1,168.6,0.55101889,NA,NA,NA,NA,NA,NA,168.6,201.5,132.3,7.328551237,5.971448763,31.97144876,21.87144876,127.8285512,NA,-50.97144876,-19
22,6/30/1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651.9,1013.6,3598.9,5587.8,28.172,29.565,28.003,20.899,-0.74,-0.35,-0.39,15.2,13.8,19.4,164.6,2.4,121.1,133,40.8,373.4,5.4,88.6,28.164,206.0959393,167.3040607,605,976.4,94.6,21.3,34.2,86.8,134.2,44.3,26.5,111.7,6.6,1.8,30.5,240.3,53.5,5864.5,1733.8,-1,169.4,0.55101889,NA,NA,NA,NA,NA,NA,169.4,204,94.6,7.604060682,6.195939318,36.69593932,22.89593932,141.8040607,NA,-103.3959393,-66.7
23,9/30/1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709.8,1047.2,3650,5683.4,28.699,30.087,28.38,21.166,1.75,0.64,1.1,16,13.8,20.2,167.7,2.6,152.8,138.2,51.4,385.4,5.2,90.3,28.69,213.4959393,171.9040607,620.6,988.9,125.7,23.3,43.2,88.5,136.8,45,27.2,114.9,8.2,1.9,31,246.6,54.56666667,5912.7,1779,-1,176.1,0.55101889,NA,NA,NA,NA,NA,NA,176.1,209.3,125.7,7.604060682,6.195939318,37.39593932,23.39593932,144.4040607,NA,-69.59593932,-32.2
24,12/31/1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761.8,1076.2,3689.3,5760,29.18,30.59,29.032,21.437,0.82,0.66,0.16,16.8,14.6,18.8,170.4,2.7,158.5,141.1,52.3,395.6,5.5,92.4,29.172,218.6551242,176.9448758,622.7,1002.1,130.4,23.9,43.9,90.5,137.8,45.9,28.2,117.3,8.4,2,32.6,254.2,55.56666667,5960.3,1823.3,-1,180.8,0.55101889,NA,NA,NA,NA,NA,NA,180.8,214.8,130.4,8.044875794,6.555124206,37.85512421,24.55512421,145.8448758,NA,-67.75512421,-29.9
25,3/31/1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1820.5,1109.9,3763,5889.5,29.502,30.925,29.456,21.679,0.18,0.56,-0.38,17.6,15.2,17.7,174.7,2.8,162.5,141.7,59.6,401.3,5.8,99.6,29.495,219.4397682,181.8602318,616.5,1013.3,133,20.8,49.9,97.5,141.3,47,29.5,120.9,9.7,2,33.4,260.3,56.23333333,6006.8,1857.6,-1,181.6,0.602646826,NA,NA,NA,NA,NA,NA,181.6,219.7,133,9.160231755,6.039768245,37.83976824,24.23976824,150.4602318,NA,-59.53976824,-21.7
26,6/30/1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852.3,1129.5,3797.7,5932.7,29.749,31.233,29.703,21.942,-0.97,-0.85,-0.13,18.4,14.9,16.3,173.1,3,169.3,144.9,58.6,401,5.8,101.1,29.743,221.3205623,179.6794377,614.4,995.6,138.7,21.3,49,98.9,139.6,47.8,30.6,123.5,9.6,2.1,33.4,259.4,56.73333333,6053,1890.5,-1,182.5,0.602646826,NA,NA,NA,NA,NA,NA,182.5,218.5,138.7,8.979437707,5.920562293,38.82056229,24.42056229,148.5794377,NA,-53.02056229,-14.2
27,9/30/1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.6,1158.8,3837.7,5965.3,30.2,31.632,30.043,22.105,-0.24,-0.31,0.08,19.2,15.9,16.1,180.1,3.1,176.1,147.7,58.1,403.5,5.9,102.8,30.196,224.0179155,179.4820845,615.3,989,144.5,21.7,48.5,100.6,145.4,48.7,31.6,126,9.7,2.2,34.7,261.3,57.6,6099.5,1929.4,-1,184.9,0.602646826,NA,NA,NA,NA,NA,NA,184.9,218.6,144.5,9.582084533,6.317915467,39.11791547,25.11791547,154.9820845,NA,-54.11791547,-15
28,12/31/1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934.3,1192.4,3887.4,6008.5,30.678,32.169,30.846,22.369,-0.02,-0.14,0.11,20,15.9,15.5,182.7,3.2,182.7,151.3,57.1,410.8,6,104.4,30.673,233.3179155,177.4820845,616.7,986,150.1,21.7,47.5,102.1,147.7,52.7,32.6,129.6,9.6,2.3,35,263.9,58.43333333,6146.7,1977.3,-1,190.2,0.602646826,NA,NA,NA,NA,NA,NA,190.2,220.6,150.1,9.582084533,6.317915467,43.11791547,25.41791547,157.2820845,NA,-59.61791547,-16.5
29,3/31/1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.6,1228.2,3933.3,6079.5,31.231,32.689,31.283,22.791,0.76,0.46,0.31,20.9,16.2,15.5,185.5,3.3,188.8,154.8,61.5,421.2,5.9,110,31.226,235.7202474,185.4797526,620.9,995.8,155.3,22,51,107.5,149.8,50.7,33.5,132.9,10.5,2.5,35.7,271.1,59.53333333,6196,2025.4,-1,194.2,0.566651397,NA,NA,NA,NA,NA,NA,194.2,227,155.3,9.179752631,7.020247369,41.52024737,26.52024737,158.9797526,NA,-49.72024737,-8.2
30,6/30/1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055.9,1256,3954.6,6197.7,31.766,33.205,31.639,23.199,0.81,0.28,0.53,21.7,17.5,13.3,186.4,3.4,195.7,158,67.1,431.4,6,112.8,31.76,242.6836006,188.6163994,628.8,1001.9,161,22.5,55.7,110.1,148.9,53.7,34.7,135.5,11.4,2.7,37.5,278.6,60.6,6246.4,2074.1,-1,198.9,0.566651397,NA,NA,NA,NA,NA,NA,198.9,232.4,161,9.916399448,7.583600553,43.78360055,27.58360055,158.8163994,NA,-42.28360055,1.5
31,9/30/1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118.5,1286.9,3992,6309.5,32.243,33.662,31.795,23.594,0.35,-0.05,0.4,22.5,16.7,11.9,191.7,3.5,198.6,161.5,69.7,438,5.9,115.1,32.237,249.7369217,188.2630783,635.1,1000.8,162.6,23.2,57.9,112.2,154.4,57.3,35.9,138.3,11.8,2.9,37.3,282.3,61.43333333,6297.9,2120,-1,201.9,0.566651397,NA,NA,NA,NA,NA,NA,201.9,236.1,162.6,9.46307833,7.23692167,47.83692167,27.83692167,163.8630783,NA,-48.23692167,-0.4
32,12/31/1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164.3,1324.8,4052,6309.7,32.702,34.225,32.716,23.992,-0.23,0.06,-0.28,23.3,16.5,11.8,194.3,3.6,208.5,164.3,70.1,446.7,6,117.5,32.695,254.2502519,192.5497481,630.7,1002.4,171.2,23.2,58.1,114.4,156.6,57.3,37.3,141.1,12,3,37.7,287.5,62.26666667,6350.8,2173.5,-1,206.3,0.566651397,NA,NA,NA,NA,NA,NA,206.3,240.5,171.2,9.349748051,7.15025195,47.95025195,28.35025195,165.9497481,NA,-43.95025195,4
